frame,label
533,1
534,1
535,4
536,1
537,4
538,4
539,4
540,4
541,0
542,0
543,0
544,0
545,0
546,3
547,4
548,2
549,0
550,4
551,4
552,4
553,4
554,1
555,1
556,4
557,3
558,3
559,3
560,3
561,0
562,4
563,1
564,0
565,3
566,4
567,3
568,4
569,1
570,1
571,4
572,0
573,4
574,4
575,3
576,3
577,1
578,4
579,4
580,4
581,4
582,4
583,3
584,0
585,4
586,4
587,4
588,3
589,3
590,3
591,3
592,1
593,3
594,3
595,3
596,0
597,0
598,3
599,0
600,3
601,0
602,0
603,0
604,4
605,4
606,4
607,4
608,3
609,3
610,4
611,1
612,4
613,3
614,4
615,0
616,4
617,1
618,4
619,1
620,1
621,0
622,0
623,4
624,0
625,1
626,1
627,3
628,3
629,4
630,4
631,3
632,2
633,4
634,3
635,4
636,3
637,1
638,4
639,4
640,4
641,4
642,4
643,4
644,2
645,3
646,3
647,3
648,0
649,4
650,1
651,1
652,2
653,3
654,2
655,1
656,3
657,4
658,1
659,1
660,4
661,1
662,1
663,3
664,3
665,3
666,0
667,4
668,4
669,0
670,0
671,4
672,1
673,4
674,0
675,4
676,4
677,4
678,4
679,3
680,3
681,3
682,3
683,3
684,4
685,4
686,0
687,4
688,0
689,4
690,1
691,4
692,0
693,4
694,0
695,0
696,0
697,1
698,1
699,0
700,0
701,3
702,1
703,1
704,1
705,0
706,1
707,1
708,0
709,1
710,0
711,3
712,0
713,3
714,0
715,0
716,3
717,4
718,4
719,4
720,4
721,4
722,4
723,3
724,1
725,3
726,3
727,1
728,1
729,1
730,1
731,1
732,0
733,3
734,4
735,4
736,4
737,4
738,4
739,1
740,4
741,1
742,1
743,1
744,4
745,3
746,3
747,4
748,4
749,3
750,1
751,3
752,3
753,3
754,4
755,0
756,3
757,2
758,1
759,0
760,3
761,3
762,1
763,1
764,0
765,1
766,1
767,4
768,3
769,4
770,1
771,2
772,3
773,1
774,2
775,2
776,0
777,3
778,3
779,0
780,3
781,0
782,1
783,1
784,1
785,0
786,0
787,3
788,0
789,3
790,0
791,0
792,3
793,4
794,4
795,4
796,4
797,4
798,4
799,4
800,4
801,3
802,0
803,3
804,3
805,3
806,3
807,1
808,0
809,1
810,4
811,4
812,3
813,0
814,1
815,1
816,1
817,1
818,1
819,3
820,3
821,0
822,0
823,4
824,0
825,0
826,0
827,1
828,4
829,0
830,2
831,0
832,0
833,4
834,1
835,0
836,3
837,0
838,0
839,0
840,0
841,3
842,0
843,2
844,2
845,2
846,4
847,4
848,2
849,0
850,4
851,3
852,4
853,4
854,4
855,4
856,0
857,0
858,0
859,0
860,0
861,0
862,0
863,0
864,0
865,0
866,0
867,0
868,0
869,0
870,4
871,4
872,0
873,4
874,0
875,4
876,4
877,3
878,3
879,0
880,4
881,4
882,1
883,0
884,1
885,1
886,4
887,4
888,4
889,2
890,2
891,2
892,2
893,1
894,1
895,0
896,0
897,0
898,0
899,0
900,0
901,0
902,0
903,0
904,0
905,4
906,1
907,4
908,0
909,0
910,0
911,0
912,1
913,0
914,1
915,4
916,1
917,0
918,1
919,3
920,0
921,2
922,4
923,2
924,0
925,2
926,1
927,4
928,1
929,4
930,4
931,2
932,0
933,1
934,2
935,2
936,0
937,4
938,4
939,1
940,1
941,0
942,0
943,1
944,1
945,0
946,0
947,0
948,0
949,2
950,2
951,2
952,3
953,0
954,4
955,1
956,1
957,0
958,0
959,0
960,1
961,1
962,0
963,1
964,0
965,0
966,2
967,0
968,0
969,0
970,2
971,2
972,0
973,2
974,2
975,0
976,0
977,0
978,0
979,0
980,4
981,0
982,0
983,0
984,0
985,0
986,2
987,0
988,0
989,0
990,0
991,0
992,0
993,0
994,3
995,3
996,3
997,0
998,0
999,4
1000,0
1001,0
1002,0
1003,0
1004,4
1005,1
1006,1
1007,1
1008,1
1009,1
1010,0
1011,0
1012,0
1013,1
1014,0
1015,1
1016,0
1017,3
1018,1
1019,0
1020,1
1021,3
1022,0
1023,0
1024,0
1025,1
1026,1
1027,1
1028,1
1029,0
1030,0
1031,0
1032,0
1033,4
1034,0
1035,0
1036,0
1037,2
1038,0
1039,0
1040,0
1041,0
1042,0
1043,0
1044,0
1045,0
1046,0
1047,0
1048,0
1049,1
1050,0
1051,0
1052,0
1053,0
1054,2
1055,1
1056,2
1057,1
1058,0
1059,0
1060,0
1061,0
1062,3
1063,1
1064,1
1065,3
1066,3
1067,1
1068,1
1069,3
1070,3
1071,3
1072,2
1073,0
1074,0
1075,0
1076,0
1077,0
1078,0
1079,0
1080,2
1081,0
1082,0
1083,0
1084,0
1085,0
1086,0
1087,1
1088,0
1089,0
1090,4
1091,0
1092,4
1093,0
1094,0
1095,1
1096,0
1097,3
1098,0
1099,0
1100,3
1101,0
1102,4
1103,4
1104,4
1105,4
1106,3
1107,3
1108,0
1109,0
1110,0
1111,0
1112,2
1113,4
1114,2
1115,4
1116,2
1117,0
1118,0
1119,4
1120,0
1121,0
1122,0
1123,4
1124,0
1125,0
1126,0
1127,1
1128,1
1129,0
1130,0
1131,2
1132,0
1133,0
1134,4
1135,0
1136,4
1137,2
1138,0
1139,0
1140,1
1141,1
1142,1
1143,1
1144,2
1145,1
1146,0
1147,0
1148,2
1149,0
1150,0
1151,0
1152,0
1153,0
1154,1
1155,2
1156,2
1157,2
1158,2
1159,4
1160,2
1161,4
1162,4
1163,0
1164,0
1165,0
1166,0
1167,1
1168,1
1169,3
1170,1
1171,3
1172,1
1173,3
1174,0
1175,0
1176,4
1177,3
1178,0
1179,0
1180,0
1181,0
1182,1
1183,0
1184,1
1185,0
1186,1
1187,1
1188,4
1189,4
1190,0
1191,1
1192,4
1193,4
1194,0
1195,0
1196,4
1197,0
1198,4
1199,4
1200,2
1201,1
1202,1
1203,1
1204,1
1205,1
1206,2
1207,2
1208,3
1209,2
1210,1
1211,4
1212,4
1213,0
1214,4
1215,1
1216,1
1217,4
1218,4
1219,0
1220,0
1221,2
1222,3
1223,4
1224,4
1225,1
1226,1
1227,0
1228,2
1229,2
1230,3
1231,2
1232,1
1233,2
1234,1
1235,4
1236,2
1237,4
1238,1
1239,1
1240,1
1241,1
1242,1
1243,3
1244,4
1245,1
1246,1
1247,1
1248,2
1249,1
1250,3
1251,1
1252,1
1253,1
1254,2
1255,2
1256,2
1257,1
1258,1
1259,1
1260,1
1261,2
1262,1
1263,0
1264,1
1265,1
1266,0
1267,4
1268,4
1269,0
1270,1
1271,2
1272,0
1273,2
1274,2
1275,1
1276,1
1277,2
1278,2
1279,2
1280,1
1281,1
1282,0
1283,0
1284,0
1285,0
1286,1
1287,1
1288,1
1289,1
1290,1
1291,1
1292,0
1293,1
1294,0
1295,1
1296,1
1297,0
1298,0
1299,0
1300,2
1301,2
1302,2
1303,1
1304,3
1305,0
1306,1
1307,1
1308,0
1309,0
1310,1
1311,0
1312,0
1313,0
1314,4
1315,1
1316,0
1317,0
1318,0
1319,0
1320,3
1321,3
1322,0
1323,3
1324,1
1325,0
1326,1
1327,0
1328,2
1329,1
1330,3
1331,3
1332,1
1333,4
1334,4
1335,4
1336,4
1337,0
1338,2
1339,2
1340,2
1341,2
1342,2
1343,2
1344,2
1345,0
1346,0
1347,0
1348,3
1349,0
1350,1
1351,3
1352,4
1353,4
1354,0
1355,1
1356,1
1357,0
1358,0
1359,1
1360,1
1361,0
1362,0
1363,1
1364,4
1365,4
1366,1
1367,2
1368,0
1369,2
1370,1
1371,0
1372,1
1373,0
1374,1
1375,1
1376,1
1377,1
1378,1
1379,1
1380,1
1381,1
1382,1
1383,4
1384,1
1385,1
1386,1
1387,1
1388,1
1389,1
1390,2
1391,0
1392,1
1393,0
1394,2
1395,1
1396,0
1397,4
1398,1
1399,0
1400,1
1401,1
1402,1
1403,0
1404,1
1405,1
1406,0
1407,1
1408,0
1409,1
1410,0
1411,0
1412,0
1413,0
1414,1
1415,1
1416,0
1417,1
1418,1
1419,1
1420,1
1421,1
1422,0
1423,1
1424,0
1425,0
1426,4
1427,4
1428,4
1429,1
1430,0
1431,0
1432,0
1433,0
1434,0
1435,0
1436,1
1437,0
1438,1
1439,1
1440,0
1441,1
1442,0
1443,0
1444,0
1445,0
1446,1
1447,0
1448,0
1449,0
1450,0
1451,1
1452,1
1453,1
1454,1
1455,1
1456,1
1457,1
1458,1
1459,0
1460,4
1461,4
1462,4
1463,2
1464,0
1465,1
1466,1
1467,1
1468,2
1469,1
1470,4
1471,4
1472,1
1473,4
1474,0
1475,0
1476,1
1477,0
1478,1
1479,4
1480,4
1481,4
1482,4
1483,0
1484,4
1485,1
1486,4
1487,4
1488,0
1489,0
1490,1
1491,1
1492,0
1493,0
1494,1
1495,1
1496,1
1497,0
1498,0
1499,0
1500,4
1501,4
1502,1
1503,0
1504,4
1505,4
1506,0
1507,0
1508,0
1509,0
1510,0
1511,0
1512,4
1513,0
1514,4
1515,3
1516,3
1517,2
1518,4
1519,2
1520,0
1521,2
1522,0
1523,1
1524,0
1525,0
1526,1
1527,0
1528,0
1529,0
1530,0
1531,0
1532,0
1533,0
1534,0
1535,0
1536,3
1537,3
1538,0
1539,1
1540,0
1541,1
1542,1
1543,1
1544,4
1545,1
1546,1
1547,1
1548,1
1549,1
1550,1
1551,1
1552,1
1553,1
1554,1
1555,1
1556,1
1557,4
1558,2
1559,2
1560,1
1561,1
1562,0
1563,1
1564,1
1565,1
1566,1
1567,3
1568,1
1569,1
1570,1
1571,1
1572,4
1573,1
1574,1
1575,1
1576,1
1577,0
1578,0
1579,0
1580,1
1581,0
1582,1
1583,4
1584,4
1585,3
1586,3
1587,1
1588,3
1589,1
1590,0
1591,0
1592,4
1593,4
1594,4
1595,1
1596,1
1597,1
1598,3
1599,2
1600,0
1601,0
1602,2
1603,1
1604,1
1605,1
1606,1
1607,1
1608,0
1609,4
1610,2
1611,0
1612,2
1613,2
1614,3
1615,2
1616,0
1617,0
1618,0
1619,4
1620,0
1621,2
1622,0
1623,0
1624,0
1625,4
1626,3
1627,0
1628,0
1629,0
1630,3
1631,0
1632,0
1633,3
1634,1
1635,0
1636,1
1637,2
1638,1
1639,4
1640,2
1641,2
1642,0
1643,2
1644,0
1645,2
1646,3
1647,0
1648,2
1649,0
1650,0
1651,0
1652,0
1653,1
1654,1
1655,0
1656,0
1657,1
1658,2
1659,1
1660,2
1661,2
1662,1
1663,1
1664,0
1665,2
1666,2
1667,2
1668,2
1669,0
1670,0
1671,3
1672,2
1673,2
1674,2
1675,0
1676,1
1677,1
1678,1
1679,1
1680,1
1681,1
1682,1
1683,1
1684,0
1685,3
1686,1
1687,0
1688,0
1689,1
1690,0
1691,0
1692,1
1693,1
1694,1
1695,0
1696,0
1697,0
1698,1
1699,0
1700,0
1701,1
1702,1
1703,3
1704,1
1705,0
1706,2
1707,3
1708,1
1709,0
1710,1
1711,1
1712,1
1713,1
1714,1
1715,1
1716,1
1717,1
1718,4
1719,0
1720,0
1721,2
1722,1
1723,0
1724,0
1725,0
1726,1
1727,0
1728,2
1729,2
1730,1
1731,0
1732,1
1733,1
1734,1
1735,1
1736,1
1737,0
1738,1
1739,1
1740,1
1741,4
1742,4
1743,1
1744,1
1745,0
1746,1
1747,0
1748,0
1749,0
1750,1
1751,0
1752,2
1753,0
1754,1
1755,1
1756,1
1757,4
1758,0
1759,0
1760,1
1761,0
1762,0
1763,3
1764,3
1765,0
1766,0
1767,0
1768,0
1769,0
1770,0
1771,1
1772,0
1773,1
1774,1
1775,1
1776,1
1777,1
1778,4
1779,1
1780,1
1781,4
1782,1
1783,1
1784,4
1785,4
1786,0
1787,1
1788,0
1789,2
1790,4
1791,1
1792,1
1793,3
1794,0
1795,4
1796,0
1797,0
1798,1
1799,0
1800,0
1801,0
1802,0
1803,1
1804,1
1805,1
1806,0
1807,1
1808,0
1809,0
1810,1
1811,0
1812,0
1813,2
1814,2
1815,4
1816,4
1817,2
1818,2
1819,1
1820,0
1821,2
1822,2
1823,0
1824,1
1825,1
1826,0
1827,4
1828,0
1829,1
1830,0
1831,1
1832,1
1833,1
1834,1
1835,1
1836,3
1837,0
1838,1
1839,3
1840,0
1841,1
1842,1
1843,0
1844,0
1845,0
1846,2
1847,0
1848,0
1849,2
1850,0
1851,0
1852,4
1853,4
1854,4
1855,1
1856,1
1857,0
1858,1
1859,0
1860,2
1861,0
1862,2
1863,2
1864,1
1865,1
1866,2
1867,2
1868,0
1869,2
1870,1
1871,1
1872,2
1873,1
1874,2
1875,0
1876,0
1877,1
1878,0
1879,1
1880,0
1881,1
1882,0
1883,1
1884,2
1885,2
1886,0
1887,1
1888,1
1889,2
1890,1
1891,1
1892,3
1893,1
1894,1
1895,1
1896,1
1897,1
1898,1
1899,1
1900,1
1901,1
1902,1
1903,3
1904,1
1905,1
1906,1
1907,1
1908,0
1909,1
1910,3
1911,3
1912,3
1913,0
1914,1
1915,0
1916,1
1917,1
1918,1
1919,0
1920,1
1921,1
1922,1
1923,0
1924,3
1925,1
1926,1
1927,1
1928,1
1929,0
1930,0
1931,0
1932,1
1933,3
1934,0
1935,0
1936,0
1937,1
1938,3
1939,1
1940,1
1941,1
1942,2
1943,2
1944,1
1945,1
1946,0
1947,1
1948,0
1949,3
1950,3
1951,1
1952,1
1953,1
1954,1
1955,1
1956,1
1957,1
1958,0
1959,1
1960,3
1961,0
1962,2
1963,0
1964,2
1965,2
1966,2
1967,0
1968,1
1969,2
1970,4
1971,0
1972,0
1973,0
1974,0
1975,2
1976,1
1977,3
1978,1
1979,1
1980,4
1981,4
1982,0
1983,1
1984,1
1985,1
1986,3
1987,3
1988,1
1989,3
1990,3
1991,4
1992,0
1993,3
1994,2
1995,2
1996,1
1997,1
1998,1
1999,3
2000,1
2001,0
2002,1
2003,1
2004,1
2005,3
2006,1
2007,3
2008,4
2009,4
2010,4
2011,3
2012,1
2013,3
2014,1
2015,1
2016,4
2017,1
2018,1
2019,3
2020,1
2021,2
2022,1
2023,1
2024,1
2025,1
2026,1
2027,1
2028,1
2029,0
2030,3
2031,0
2032,0
2033,1
2034,1
2035,1
2036,1
2037,4
2038,1
2039,1
2040,0
2041,1
2042,2
2043,4
2044,4
2045,4
2046,4
2047,2
2048,2
2049,4
2050,1
2051,4
2052,1
2053,1
2054,2
2055,2
2056,3
2057,1
2058,1
2059,1
2060,1
2061,1
2062,0
2063,0
2064,1
2065,1
2066,0
2067,0
2068,1
2069,0
2070,1
2071,1
2072,1
2073,1
2074,3
2075,3
2076,2
2077,2
2078,3
2079,1
2080,2
2081,3
2082,2
2083,2
2084,1
2085,1
2086,2
2087,3
2088,0
2089,0
2090,1
2091,0
2092,1
2093,0
2094,1
2095,0
2096,0
2097,1
2098,0
2099,0
2100,2
2101,0
2102,1
2103,4
2104,4
2105,4
2106,0
2107,1
2108,0
2109,2
2110,0
2111,2
2112,2
2113,3
2114,0
2115,0
2116,1
2117,1
2118,1
2119,1
2120,2
2121,1
2122,1
2123,1
2124,1
2125,0
2126,1
2127,1
2128,1
2129,1
2130,2
2131,1
2132,2
2133,1
2134,2
2135,0
2136,0
2137,1
2138,1
2139,1
2140,1
2141,1
2142,1
2143,1
2144,1
2145,4
2146,0
2147,0
2148,0
2149,3
2150,1
2151,0
2152,0
2153,1
2154,1
2155,1
2156,1
2157,1
2158,1
2159,1
2160,1
2161,1
2162,3
2163,1
2164,1
2165,1
2166,1
2167,1
2168,4
2169,0
2170,0
2171,1
2172,1
2173,0
2174,0
2175,1
2176,1
2177,1
2178,1
2179,1
2180,1
2181,1
2182,0
2183,2
2184,1
2185,1
2186,1
2187,0
2188,0
2189,0
2190,2
2191,0
2192,2
2193,0
2194,3
2195,1
2196,1
2197,0
2198,0
2199,3
2200,0
2201,0
2202,2
2203,0
2204,0
2205,0
2206,0
2207,1
2208,1
2209,1
2210,1
2211,1
2212,0
2213,0
2214,0
2215,0
2216,1
2217,0
2218,1
2219,1
2220,0
2221,0
2222,2
2223,2
2224,1
2225,4
2226,0
2227,4
2228,1
2229,2
2230,0
2231,0
2232,0
2233,4
2234,4
2235,0
2236,0
2237,1
2238,1
2239,0
2240,0
2241,0
2242,0
2243,0
2244,4
2245,0
2246,4
2247,1
2248,0
2249,0
2250,2
2251,2
2252,3
2253,2
2254,3
2255,3
2256,0
2257,1
2258,0
2259,1
2260,4
2261,1
2262,2
2263,1
2264,3
2265,3
2266,1
2267,1
2268,1
2269,3
2270,3
2271,1
2272,0
2273,0
2274,0
2275,4
2276,0
2277,0
2278,2
2279,2
2280,1
2281,1
2282,2
2283,2
2284,1
2285,2
2286,3
2287,2
2288,4
2289,2
2290,2
2291,0
2292,0
2293,0
2294,1
2295,2
2296,2
2297,1
2298,2
2299,2
2300,1
2301,1
2302,1
2303,1
2304,0
2305,0
2306,0
2307,0
2308,3
2309,3
2310,0
2311,0
2312,3
2313,0
2314,3
2315,1
2316,1
2317,0
2318,0
2319,3
2320,3
2321,4
2322,4
2323,4
2324,3
2325,2
2326,1
2327,4
2328,0
2329,2
2330,2
2331,4
2332,4
2333,4
2334,4
2335,2
2336,2
2337,1
2338,4
2339,1
2340,1
2341,1
2342,0
2343,0
2344,1
2345,2
2346,2
2347,2
2348,2
2349,2
2350,1
2351,1
2352,2
2353,1
2354,1
2355,1
2356,2
2357,1
2358,1
2359,2
2360,1
2361,0
2362,0
2363,4
2364,4
2365,1
2366,4
2367,4
2368,1
2369,1
2370,1
2371,1
2372,1
2373,3
2374,3
2375,1
2376,4
2377,3
2378,0
2379,1
2380,1
2381,0
2382,0
2383,2
2384,0
2385,1
2386,0
2387,0
2388,0
2389,0
2390,1
2391,3
2392,3
2393,0
2394,0
2395,1
2396,1
2397,0
2398,1
2399,3
2400,2
2401,1
2402,4
2403,1
2404,4
2405,1
2406,1
2407,1
2408,4
2409,2
2410,1
2411,4
2412,1
2413,2
2414,2
2415,3
2416,4
2417,4
2418,4
2419,0
2420,0
2421,3
2422,3
2423,3
2424,3
2425,1
2426,3
2427,0
2428,1
2429,0
2430,0
2431,1
2432,0
2433,0
2434,2
2435,0
2436,0
2437,0
2438,0
2439,0
2440,0
2441,0
2442,1
2443,1
2444,3
2445,3
2446,0
2447,3
2448,1
2449,0
2450,0
2451,1
2452,1
2453,1
2454,0
2455,3
2456,1
2457,3
2458,3
2459,1
2460,1
2461,0
2462,3
2463,3
2464,3
2465,0
2466,0
2467,0
2468,2
2469,0
2470,2
2471,0
2472,3
2473,1
2474,1
2475,3
2476,0
2477,0
2478,3
2479,3
2480,0
2481,0
2482,0
2483,0
2484,0
2485,0
2486,2
2487,3
2488,0
2489,3
2490,4
2491,3
2492,4
2493,1
2494,1
2495,4
2496,4
2497,3
2498,3
2499,2
2500,0
2501,0
2502,1
2503,1
2504,3
2505,2
2506,2
2507,3
2508,3
2509,2
2510,2
2511,1
2512,1
2513,2
2514,3
2515,2
2516,2
2517,3
2518,0
2519,1
2520,2
2521,1
2522,4
2523,2
2524,0
2525,2
2526,0
2527,2
2528,2
2529,1
2530,2
2531,1
2532,2
2533,0
2534,0
2535,1
2536,0
2537,1
2538,1
2539,1
2540,0
2541,1
2542,0
2543,1
2544,3
2545,3
2546,1
2547,1
2548,0
2549,4
2550,4
2551,4
2552,4
2553,3
2554,3
2555,1
2556,1
2557,0
2558,3
2559,4
2560,4
2561,4
2562,1
2563,0
2564,4
2565,1
2566,1
2567,1
2568,1
2569,1
2570,1
2571,0
2572,1
2573,1
2574,1
2575,3
2576,0
2577,0
2578,0
2579,0
2580,0
2581,1
2582,0
2583,0
2584,1
2585,4
2586,0
2587,0
2588,0
2589,4
2590,4
2591,0
2592,0
2593,0
2594,0
2595,1
2596,0
2597,0
2598,0
2599,1
2600,1
2601,3
2602,1
2603,1
2604,1
2605,1
2606,0
2607,1
2608,0
2609,0
2610,1
2611,0
2612,0
2613,0
2614,0
2615,0
2616,1
2617,0
2618,3
2619,1
2620,1
2621,1
2622,0
2623,1
2624,0
2625,0
2626,3
2627,1
2628,1
2629,1
2630,1
2631,1
2632,1
2633,1
2634,1
2635,0
2636,0
2637,0
2638,0
2639,1
2640,1
2641,2
2642,0
2643,0
2644,1
2645,3
2646,1
2647,1
2648,0
2649,1
2650,0
2651,1
2652,0
2653,1
2654,2
2655,2
2656,0
2657,0
2658,2
2659,0
2660,3
2661,3
2662,3
2663,1
2664,0
2665,1
2666,1
2667,0
2668,0
2669,1
2670,1
2671,1
2672,0
2673,1
2674,1
2675,0
2676,0
2677,0
2678,1
2679,1
2680,0
2681,0
2682,0
2683,0
2684,0
2685,0
2686,0
2687,3
2688,2
2689,0
2690,3
2691,1
2692,0
2693,0
2694,0
2695,4
2696,0
2697,0
2698,1
2699,0
2700,1
2701,1
2702,1
2703,0
2704,0
2705,2
2706,4
2707,0
2708,0
2709,3
2710,1
2711,0
2712,0
2713,1
2714,1
2715,0
2716,0
2717,4
2718,1
2719,4
2720,3
2721,4
2722,1
2723,1
2724,0
2725,0
2726,4
2727,0
2728,0
2729,0
2730,0
2731,1
2732,1
2733,0
2734,1
2735,0
2736,0
2737,0
2738,1
2739,1
2740,1
2741,1
2742,1
2743,1
2744,1
2745,1
2746,1
2747,1
2748,1
2749,1
2750,1
2751,1
2752,1
2753,1
2754,0
2755,1
2756,3
2757,1
2758,1
2759,0
2760,1
2761,1
2762,1
2763,1
2764,0
2765,0
2766,1
2767,1
2768,4
2769,3
2770,1
2771,0
2772,0
2773,1
2774,0
2775,0
2776,1
2777,1
2778,0
2779,3
2780,1
2781,1
2782,3
2783,0
2784,0
2785,1
2786,1
2787,3
2788,3
2789,1
2790,0
2791,3
2792,3
2793,3
2794,1
2795,1
2796,3
2797,3
2798,1
2799,0
2800,0
2801,2
2802,2
2803,0
2804,1
2805,1
2806,1
2807,1
2808,1
2809,1
2810,1
2811,1
2812,0
2813,1
2814,1
2815,1
2816,0
2817,1
2818,0
2819,0
2820,1
2821,0
2822,1
2823,1
2824,0
2825,0
2826,0
2827,0
2828,4
2829,4
2830,0
2831,4
2832,4
2833,0
2834,0
2835,4
2836,0
2837,0
2838,0
2839,1
2840,4
2841,3
2842,4
2843,4
2844,3
2845,3
2846,3
2847,3
2848,1
2849,1
2850,1
2851,0
2852,0
2853,3
2854,1
2855,3
2856,1
2857,1
2858,1
2859,1
2860,1
2861,1
2862,1
2863,1
2864,3
2865,1
2866,1
2867,1
2868,2
2869,4
2870,1
2871,1
2872,1
2873,1
2874,1
2875,1
2876,4
2877,1
2878,1
2879,1
2880,1
2881,1
2882,1
2883,1
2884,1
2885,1
2886,1
2887,0
2888,1
2889,1
2890,0
2891,1
2892,0
2893,0
2894,0
2895,0
2896,1
2897,1
2898,1
2899,1
2900,0
2901,0
2902,1
2903,1
2904,1
2905,0
2906,1
2907,2
2908,1
2909,1
2910,1
2911,1
2912,1
2913,4
2914,1
2915,0
2916,0
2917,3
2918,1
2919,1
2920,1
2921,1
2922,0
2923,3
2924,1
2925,3
2926,3
2927,3
2928,1
2929,1
2930,1
2931,4
2932,3
2933,1
2934,1
2935,1
2936,1
2937,1
2938,1
2939,1
2940,1
2941,0
2942,0
2943,3
2944,1
2945,1
2946,1
2947,1
2948,1
2949,1
2950,4
2951,1
2952,4
2953,4
2954,4
2955,3
2956,4
2957,0
2958,3
2959,3
2960,3
2961,0
2962,1
2963,1
2964,1
2965,1
2966,1
2967,1
2968,3
2969,1
2970,1
2971,3
2972,0
2973,0
2974,3
2975,1
2976,2
2977,4
2978,1
2979,0
2980,1
2981,2
2982,1
2983,1
2984,3
2985,4
2986,1
2987,3
2988,1
2989,0
2990,4
2991,3
2992,1
2993,0
2994,1
2995,4
2996,4
